	subj	task	event_id	tertile	ang_dist
283	115	perception	96	center	0.6844930792602506
284	115	perception	97	center	0.8172289810568807
285	115	perception	98	clock	5.23685154732183
286	115	perception	99	counter	-5.125356419334501
287	115	perception	100	clock	6.09675947313785
288	115	perception	101	clock	6.481735144668465
289	115	perception	102	clock	10.004584711403746
290	115	perception	103	counter	-8.150389898979176
291	115	perception	104	center	0.7997181655128335
292	115	perception	105	center	-0.2973285627190839
293	115	perception	107	center	0.9173791251154884
294	115	perception	109	clock	4.906341820268319
295	115	perception	110	clock	15.735705866345986
296	115	perception	111	center	2.258851917070016
297	115	perception	112	clock	4.424923375974647
298	115	perception	113	center	2.2186786388250472
299	115	perception	114	center	2.3350278688302266
300	115	perception	115	counter	-3.3460462065677103
301	115	perception	116	counter	-8.76997519586982
302	115	perception	117	clock	10.873583127902386
303	115	perception	118	center	2.2587313943441454
304	115	perception	119	clock	3.020735079400101
305	115	perception	120	clock	4.355855500848026
306	115	perception	121	counter	-3.110745654740779
307	115	perception	122	clock	4.415251805581645
308	115	perception	123	clock	14.320631843638466
309	115	perception	124	clock	3.180931992410829
310	115	perception	125	clock	8.737937178783483
311	115	perception	126	center	-0.49891357372762535
312	115	perception	127	counter	-2.868885413329342
313	115	wm	32	center	0.9595530289467163
314	115	wm	33	counter	-21.02854230128392
315	115	wm	34	counter	-7.722402575668131
316	115	wm	35	center	0.0023093939746794
317	115	wm	36	counter	-5.107116577667795
318	115	wm	37	clock	16.289149499846157
319	115	wm	38	clock	8.54135784765749
320	115	wm	39	center	0.867073856286107
321	115	wm	40	counter	-5.101576938654444
322	115	wm	41	center	0.4377282804019718
323	115	wm	42	center	-1.4917858665003367
324	115	wm	43	center	1.991472575893517
325	115	wm	44	counter	-31.343461574961825
326	115	wm	45	counter	-6.159445133089082
327	115	wm	46	clock	7.736482744504085
328	115	wm	47	clock	8.522761645594274
329	115	wm	80	clock	11.710894204950524
330	115	wm	81	clock	7.301201772294801
331	115	wm	82	counter	-16.52703230509309
332	115	wm	83	counter	-9.654619493000514
333	115	wm	84	center	3.967615289741482
334	115	wm	85	counter	-4.1973974486270205
335	115	wm	86	counter	-7.060994265249589
336	115	wm	87	clock	18.943466983266763
337	115	wm	88	center	-0.5850277380006357
338	115	wm	89	center	3.0855088871815286
339	115	wm	90	clock	54.44291437208789
340	115	wm	91	counter	-8.217452016427183
341	115	wm	92	clock	4.775655510020062
342	115	wm	93	clock	10.008833317636842
343	115	wm	94	clock	-12.49147958702332
344	115	wm	95	counter	-5.114707085608296
345	115	wm	144	counter	-13.01593945004536
346	115	wm	145	clock	10.918842256654754
347	115	wm	146	counter	-143.53187219599835
348	115	wm	147	center	-2.7394549243956736
349	115	wm	148	counter	-13.576048120339598
350	115	wm	149	counter	-6.845333739708281
351	115	wm	150	counter	-6.736450286334978
352	115	wm	151	center	-1.777424653849662
353	115	wm	152	counter	-4.781706178365228
354	115	wm	153	clock	-13.294532235246038
355	115	wm	154	counter	-8.565299490211528
356	115	wm	155	clock	10.65915460582736
357	115	wm	156	clock	27.26640292725345
358	115	wm	157	center	-0.7761496046539187
359	115	wm	158	clock	8.236814352228649
360	115	wm	159	clock	4.783460712159827
361	115	wm	176	center	1.5416234755771892
362	115	wm	177	center	-3.3981095959525107
363	115	wm	178	clock	7.07508449334663
364	115	wm	179	center	3.1878887874771467
365	115	wm	180	counter	-5.721391905561758
366	115	wm	181	center	0.7777394365615804
367	115	wm	182	center	1.4406091117193525
368	115	wm	183	clock	12.721491196784903
369	115	wm	184	center	3.902535865475095
370	115	wm	185	center	0.1059484649380648
371	115	wm	186	clock	7.124822142753266
372	115	wm	187	clock	-8.78320833629607
373	115	wm	188	clock	10.87526942477498
374	115	wm	189	clock	-117.71539341176585
375	115	wm	190	clock	5.157553580460202
376	115	wm	191	clock	5.551586912104788
377	127	ltm	16	center	2.299168122686289
378	127	ltm	17	center	-3.127792237880102
379	127	ltm	18	clock	40.37998895596721
380	127	ltm	19	center	0.3529502566060465
381	127	ltm	20	center	-4.272943773318308
382	127	ltm	21	center	0.408815157540592
383	127	ltm	22	counter	-14.739114311583126
384	127	ltm	23	counter	-13.579185924263978
385	127	ltm	24	center	2.153406693541831
386	127	ltm	25	center	1.4526674499592258
387	127	ltm	26	center	2.2079207079761387
388	127	ltm	27	center	4.353169543169246
389	127	ltm	28	counter	-7.481785879284436
390	127	ltm	29	counter	-7.557231300581074
391	127	ltm	30	counter	2.0361711060028824
392	127	ltm	31	center	-0.5844257508149111
393	127	ltm	64	center	-4.429385261503453
394	127	ltm	65	counter	-8.49103154721307
395	127	ltm	66	center	1.173813970756551
396	127	ltm	67	center	-0.0174360633318157
397	127	ltm	68	center	0.36725042715336
398	127	ltm	69	counter	-8.371290606690208
399	127	ltm	70	center	-0.8041737479487429
400	127	ltm	71	clock	4.442573964268584
401	127	ltm	72	counter	-7.094421424795451
402	127	ltm	73	center	1.9111113682192773
403	127	ltm	74	center	-1.8576161975375847
404	127	ltm	75	center	-0.2951935885052149
405	127	ltm	76	clock	76.32689486030903
406	127	ltm	77	counter	-13.17810802710504
407	127	ltm	78	clock	7.349687543530317
408	127	ltm	79	center	-5.4583023125963335
409	127	ltm	112	center	-2.55189962474302
410	127	ltm	113	center	-0.70913333348163
411	127	ltm	114	center	1.3292682347414997
412	127	ltm	115	counter	-14.955740018246397
413	127	ltm	116	center	-2.8460614672604514
414	127	ltm	117	clock	16.140171723256266
415	127	ltm	118	clock	4.840250403476663
416	127	ltm	119	center	-2.165804162126883
417	127	ltm	120	counter	3.712644275495677
418	127	ltm	121	center	2.4094322157317403
419	127	ltm	122	counter	-5.770461750465454
420	127	ltm	123	counter	-10.165193051682287
