	roi	task	n_boot	l	k	x0	c	k2	x2	c2	risetime	risetime_l
9103	V3	ltm	484	0.15546012469839746	2.371672506805725	4.851506739464552	1.2646505147405667				5.778377837783778	5.778377837783778
9104	V3	perception	484	1.338560454052874	1.2986944518879513	2.4058425453645715	1.0841804478330983				4.1346134613461345	4.553255325532553
9105	V4	ltm	484	0.18618971453867897	3.535362113705147	4.132320812266026	1.2286483787669935				4.753475347534754	4.753475347534754
9106	V4	perception	484	1.0406855147084597	1.6825837315082737	2.604583490611507	1.2762316968843848				3.918991899189919	3.9973997399739973
9107	V3ab	ltm	484	0.40100136660430485	1.6534006394570833	2.559610252487042	1.0476109806774083				3.8979897989798977	3.9917991799179915
9108	V3ab	perception	484	1.1651321358519198	1.247855822081818	2.704968278306416	1.0138434640138516				4.495849584958496	4.8164816481648165
9109	IPS0	ltm	484	0.2570014009110625	3.705409385018351	3.205137380887706	1.1931416983749077				3.7985798579857986	3.7985798579857986
9110	IPS0	perception	484	0.8042502155089835	1.5864603213642012	2.9942194223609646	1.1576396422814754				4.385238523852385	4.441244124412441
9111	IPS0	wm	484	1.8026788464910053	1.1155805280096636	3.3193805252043322	1.0725512709263523	-0.32602972119158347	3.136431556942997e-13	1.206393029259561	3.855985598559856	4.819281928192819
9112	LO1	ltm	484	0.22942280619869773	2.774385951700373	2.7376521054332237	1.1390303258240284				3.5297529752975296	3.531153115311531
9113	LO1	perception	484	0.6601240853948928	1.2735256622375548	3.747882851554015	1.1850163626417316				5.48014801480148	5.548754875487549
9114	LO1	wm	484	0.582862835311015	2.6474802989828543	2.759021172953939	1.2886459420321608	-0.3591405904064494	8.682776638237707	1.213602199330674	3.400940094009401	4.171017101710171
9115	V1	ltm	485	0.1347993581176358	4.99999999999866	4.042226308269771	1.1396912508749653				4.481848184818482	4.481848184818482
9116	V1	perception	485	0.765682288642261	4.9999999999881934	2.6671465190854162	1.206306874161827				3.106910691069107	3.106910691069107
9117	V1	wm	485	0.523315707441302	4.999999999999999	2.4098292513619075	1.136949601501531	-2.3269156912580304	6.800734367414053	1.4049283152831822	2.8464846484648465	3.9455945594559454
9118	V2	ltm	485	0.4779110618187603	1.4420813113414765	3.577824850643134	1.060426957871002				5.106310631063106	5.146914691469147
9119	V2	perception	485	1.0861204110297247	1.5504851054889586	2.436277046121967	1.0477535845255046				3.86998699869987	4.032403240324032
9120	V2	wm	485	3.1103381146108218	1.6631943632855049	3.7228730209077168	1.1259165449790256	-0.5508651814869676	4.532173945386548e-17	1.0692493629439714	3.822382238223822	4.371237123712371
9121	V3	ltm	485	0.43054102197919286	1.108583222872411	4.225576862292716	1.143609016353509				6.216621662166216	6.303430343034303
9122	V3	perception	485	1.3901458050987339	1.2355627046417612	3.0229997936992374	1.002176880186009				4.822082208220822	5.036303630363036
9123	V3	wm	485	16.93285421009556	0.5419087884159809	13.678862235399345	1.002644280240699	-0.8949317088796357	4.166573155341614	1.0414961662203863	3.6753675367536753	4.57985798579858
9124	V4	ltm	485	0.22876381837771798	1.4866602041159063	2.916174205435203	1.1082609166190491				4.403440344034403	4.497249724972497
9125	V4	perception	485	0.9094180712609807	1.8034032093433183	2.3399586210473746	1.141858670203783				3.5675567556755676	3.6543654365436544
9126	V4	wm	485	0.540301659055779	4.999999999999999	2.4442804022494617	1.3189779201922847	-2.0461841681848636	6.30641826720588	1.3496627959298912	2.873087308730873	3.6963696369636962
9127	V3ab	ltm	485	0.3718309423174231	1.1615268274757695	3.7820470631841747	1.1268617835492782				5.685968596859686	5.797979797979798
9128	V3ab	perception	485	0.8598410810048316	1.2945117551764789	3.245385450754844	1.1235663366858952				4.955095509550955	5.0783078307830785
9129	V3ab	wm	485	0.5136401702299059	1.445188976805518	3.1014006867402184	1.3340479187567449	-0.6544915612650452	9.51545218242578	1.4368171606550462	4.277427742774277	5.548754875487549
9130	IPS0	ltm	485	0.2471172904487542	0.96802259131889	3.394690680018542	1.1109196211194836				5.705570557055705	6.166216621662166
9131	IPS0	perception	485	0.48371144810068756	2.098309908861559	2.4019421511128605	1.1029926740545883				3.4527452745274525	3.4835483548354835
9132	IPS0	wm	485	0.3390748541365346	1.5201499024358462	3.49688905672544	1.1865029079826	-1.8016935129907445	9.049721035857209	1.7566231028651413	4.85008500850085	6.631063106310631
9133	LO1	ltm	485	0.3308380676054398	1.7704947224474263	5.957792888186985	1.2812450670122644				7.1995199519952	7.1995199519952
9134	LO1	perception	485	0.9026862826145835	1.5137323985082403	4.3009714439751034	1.1156383236109741				5.753175317531753	5.762976297629763
9135	LO1	wm	485	0.679309497236989	1.5545951500172928	2.308588493583483	1.3239672710519563	-0.970281685582541	9.798904151940024	1.240755554845274	3.619361936193619	5.347134713471347
9136	V1	ltm	486	0.08409870620583325	2.4234484879922893	4.65711942903878	1.1624595135392857				5.564156415641564	5.564156415641564
9137	V1	perception	486	0.7956982178057298	3.0829907748281378	2.460964586392134	1.1440246292640313				3.174117411741174	3.1755175517551755
9138	V1	wm	486	0.5769216505630714	4.999999999999999	2.4570852985000258	1.1250375611966092	-0.9908289457857803	6.364688311360648	1.3168461130070537	2.8506850685068508	3.416341634163416
9139	V2	perception	486	1.1026462433380841	1.5047174019249254	2.431283219844227	1.0606161299873167				3.9105910591059105	4.102410241024102
9140	V2	wm	486	0.7619633412661092	2.5330853739000574	2.8903945285509502	1.229766513250827	-0.6813849362000811	6.066520996005069	1.2694441020190477	3.4443444344434444	4.049204920492049
9141	V3	ltm	486	0.44535964158777014	0.9301577335870971	3.904498008058123	1.0752372871835012				6.296429642964296	6.617061706170617
9142	V3	perception	486	1.4404467824399643	1.1821749685085374	2.741720034618233	0.9642527004282437				4.635863586358636	5.034903490349035
9143	V3	wm	486	35.29722533896801	0.7390378823525644	12.41220411903176	1.0016999728293927	-0.9883509904095455	3.3257255839061832	1.0140300552547168	3.4457445744574455	4.347434743474348
9144	V4	ltm	486	0.25429290596706317	1.5140948144405868	3.0925960911590513	1.1182219646689833				4.550455045504551	4.6134613461346134
9145	V4	perception	486	0.9530987544645764	1.7112696553878424	2.451446416621285	1.1724799553764382				3.7453745374537455	3.8391839183918393
9146	V4	wm	486	0.5419786177203845	4.999999999999926	2.2466376580271437	1.2940445134379976	-2.435571538666822	6.314265563759067	1.3761864189759234	2.681268126812681	3.685168516851685
9147	V3ab	ltm	486	0.3658033783351673	1.3563153601648077	3.270143452553058	1.1130781002373085				4.899089908990899	4.991499149914992
9148	V3ab	perception	486	0.8345835163775205	1.4868082145348152	3.2512499170208655	1.1731587857425356				4.735273527352735	4.78987898789879
9149	V3ab	wm	486	0.6621479736904468	1.2426709221041476	2.3387619279705	1.1430352877846575	-0.474232148936474	8.77040964433916	1.3898634132453105	3.601160116011601	4.890689068906891
9150	IPS0	ltm	486	0.2297655202152593	1.5841046587727183	3.381552339361285	1.1708313028558146				4.7716771677167715	4.802480248024803
9151	IPS0	perception	486	0.6074499185183158	1.6528193580065231	2.597764632041024	1.085264399177513				3.9357935793579357	4.024002400240024
9152	IPS0	wm	486	1.7485082737642503	0.9216772330839743	4.036875801705724	1.068629359059939	-0.37761471643848665	3.308190834158278e-10	1.1910287489040796	4.43004300430043	5.54035403540354
9153	LO1	ltm	486	0.4323060043832608	0.8398171558478864	4.7314292712034005	1.1248229522381286				7.367536753675368	7.615361536153615
9154	LO1	perception	486	0.8041699772707475	1.4621951573006389	4.022494181782341	1.1428223071361656				5.527752775277528	5.545954595459546
9155	LO1	wm	486	0.6495181672417569	1.8648173350115216	2.2757914927977834	1.267166062477853	-0.7534114606272305	9.457740755939072	1.233892848113293	3.323932393239324	4.683468346834683
9156	V1	ltm	487	0.14954665855874616	4.9999999999994476	8.80917200669655e-14	1.0480585519505954				0.5894589458945895	7.128112811281128
9157	V1	perception	487	0.9097667960223764	3.4497036318938896	2.6876580020298997	1.1424338134639318				3.323932393239324	3.3253325332533255
9158	V1	wm	487	1.2571060757319545	3.2695104694687798	3.1978919491322606	1.0715044126041555	-0.5068190467229146	2.2351360260183997	1.1328671774312822	3.514351435143514	3.9175917591759175
9159	V2	ltm	487	0.20386453670766932	1.6818011663601493	3.0189441254476392	1.0829116339378941				4.329232923292329	4.367036703670367
9160	V2	perception	487	1.3577267461268288	1.2714544304085436	2.3724947849919107	0.969357270485451				4.1416141614161415	4.634463446344634
9161	V3	ltm	487	0.17284402217310182	1.811598090615754	3.785612725207827	1.1784832303900954				4.998499849984999	5.005500550055006
9162	V3	perception	487	1.5818008462290583	1.1440946885114325	2.4615529900210094	1.0564360510842634				4.438443844384438	5.162316231623162
9163	V3	wm	487	113.45763090868986	1.3017479252009687	9.710115680172576	0.999859161636222	-1.5027248838094411	2.568343128937157	1.0035872022569563	3.053705370537054	3.822382238223822
9164	V4	ltm	487	0.09276854917910138	4.999987111033118	4.555168701405619	1.2391263577717613				4.994299429942994	4.994299429942994
9165	V4	perception	487	1.0033563233692264	1.7334202339377476	2.706754596467316	1.221751955208596				3.9805980598059807	4.035203520352035
9166	V3ab	ltm	487	0.23352637269577484	4.999999999999999	2.588789343140551	1.15360010885158				3.0285028502850286	3.0285028502850286
9167	V3ab	perception	487	1.1272737849956498	1.3329100709236303	3.062560834189221	1.0491832228074625				4.725472547254725	4.8612861286128615
9168	V3ab	wm	487	1.4249213173145463	2.2434252956653737	2.699603481419521	1.2284650815678209	-0.3382955924463371	3.5496473025370825e-15	1.1875926540455544	3.167116711671167	3.741174117411741
9169	IPS0	ltm	487	0.12679974406019587	4.999999999999999	4.350986225241159	1.2315484201865556				4.78987898789879	4.78987898789879
9170	IPS0	perception	487	0.5443209766478372	2.184664217933989	3.0956496752037665	1.2232798023253169				4.102410241024102	4.106610661066107
9171	IPS0	wm	487	6.129759043690131	1.5625327586507614	5.1147436458478515	1.0222413697665806	-1.053376979763413	1.5879384105761012	1.0587990640590845	4.567256725672567	5.2057205720572055
9172	LO1	perception	487	0.622397969727204	0.9219432237994956	3.699205208790535	1.1694873560366008				6.12001200120012	6.5386538653865385
