	wlsubj	run	task	trial_id	cond	sacc_idx	sacc_label	index	event	eye	start_time	end_time	duration	x_start	y_start	x_end	y_end	amp_deg	peak_v	trial_start	trial_end	target_x	target_y	sac_x_deg	sac_y_deg	sac_ang	sac_ecc	target_theta	sacc_theta	ang_dist	fix_duration	x_centered	y_centered
88	135	1	perception	14	1	2	corrective	1699	ESACC	R	2026491	2026549	59	1242.8	350.8	1240.8	352.2	0.06	94	2008178	2027214	6.244049309839833	3.1641504730794185	6.381818181818181	4.2681818181818185	33.77474103012071	7.677563372505821	0.4690302745935542	0.5894804349840277	-6.901285832047972	73	0.9225292452831825	7.621936704699154
89	135	1	perception	14	1	3	corrective	1700	ESACC	R	2026622	2026660	39	1239.7	367.4	1239.6	359.1	0.31	115	2008178	2027214	6.244049309839833	3.1641504730794185	6.354545454545453	4.111363636363635	32.902693838168965	7.568590283817555	0.4690302745935542	0.5742603402516987	-6.029238640096224	31	0.7949741814188969	7.526724050685985
90	135	1	perception	14	1	4	corrective	1701	ESACC	R	2026691	2026829	139	1234.8	351.0	1236.1	351.1	0.02	95	2008178	2027214	6.244049309839833	3.1641504730794185	6.274999999999998	4.293181818181818	34.378856830952486	7.60309378634559	0.4690302745935542	0.6000242447718644	-7.505401632879746	74	0.9931135357516784	7.537954671465843
91	135	1	perception	14	1	5	corrective	1702	ESACC	R	2026903	2026961	59	1236.0	366.0	1241.5	361.2	0.19	63	2008178	2027214	6.244049309839833	3.1641504730794185	6.3977272727272725	4.063636363636364	32.42243666585612	7.579185625914311	0.4690302745935542	0.5658782713385218	-5.548981467783377	25	0.7328820078815131	7.543668783462705
92	135	1	perception	14	1	6	response	1703	ESACC	R	2026986	2027057	72	1237.7	369.8	1242.5	370.2	0.07	94	2008178	2027214	6.244049309839833	3.1641504730794185	6.420454545454546	3.859090909090909	31.00847459847599	7.490982526670052	0.4690302745935542	0.5411999777644326	-4.13501940040325	157	0.5401528057333369	7.471482728437137
93	135	1	perception	15	7	0	first	1778	ESACC	R	2041897	2042191	295	969.2	521.9	726.9	410.4	5.37	340	2027214	2043250	-6.572227872970358	2.409527087573726	-5.297727272727273	2.9454545454545458	150.92661655727773	6.06148634705525	2.7901867289560243	2.634166387819485	8.939307065315043	158	-0.941883013712737	5.987860479671901
94	135	1	perception	15	7	1	response	1779	ESACC	R	2042349	2042387	39	710.2	412.0	675.8	408.3	0.49	147	2027214	2043250	-6.572227872970358	2.409527087573726	-6.45909090909091	2.9931818181818177	155.13670821668654	7.1189179492809895	2.7901867289560243	2.7076463490869207	4.729215405906216	568	-0.5869312096809832	7.094681425102713
95	135	1	perception	15	7	2	corrective	1780	ESACC	R	2042955	2042988	34	683.2	411.1	684.9	415.6	0.17	67	2027214	2043250	-6.572227872970358	2.409527087573726	-6.252272727272728	2.8272727272727267	155.66755518940963	6.861806273174616	2.7901867289560243	2.716911376585184	4.198368433183103	272	-0.5023514467726617	6.843393043988042
96	135	1	perception	15	7	3	corrective	1781	ESACC	R	2043260	2043274	15	687.1	434.4	685.4	419.8	0.55	79	2027214	2043250	-6.572227872970358	2.409527087573726	-6.240909090909091	2.731818181818181	156.35967751694278	6.812618942778477	2.7901867289560243	2.728991190027203	3.5062461056499874	83	-0.416641727543157	6.799866655337735
97	135	1	perception	15	7	4	last	1782	ESACC	R	2043357	2043383	27	676.3	412.6	685.3	417.9	0.23	53	2027214	2043250	-6.572227872970358	2.409527087573726	-6.243181818181819	2.7750000000000004	156.0355758148469	6.832125892785938	2.7901867289560243	2.7233345482143125	3.830347807745844	-133	-0.45640237770512404	6.8168644613562
0	135	2	ltm	0	19	0	first	98	ESACC	R	2182000	2182090	91	992.8	525.9	974.1	245.7	10.44	691	2166077	2183128	0.0440317049945065	6.999861513555484	0.320454545454546	6.688636363636364	87.25703970991965	6.69630849951383	1.5645060417423309	1.5229226384815358	2.382553504634106	42	-0.27837505377028915	6.69051977428507
1	135	2	ltm	0	19	1	corrective	99	ESACC	R	2182132	2182329	198	983.6	244.7	970.1	222.9	0.81	336	2166077	2183128	0.0440317049945065	6.999861513555484	0.229545454545455	7.206818181818182	88.17568022662029	7.210472898602949	1.5645060417423309	1.5389559401401838	1.4639129879334718	45	-0.18420827153620944	7.20811950054834
2	135	2	ltm	0	19	2	corrective	100	ESACC	R	2182374	2182418	45	954.2	218.1	971.2	223.9	0.31	90	2166077	2183128	0.0440317049945065	6.999861513555484	0.2545454545454556	7.1840909090909095	87.97075484275155	7.188598999701709	1.5645060417423309	1.535379317470761	1.6688383718022075	65	-0.2093507370229162	7.1855499335416475
3	135	2	ltm	0	19	3	corrective	101	ESACC	R	2182483	2182590	108	964.5	207.5	975.7	217.9	0.41	125	2166077	2183128	0.0440317049945065	6.999861513555484	0.3568181818181828	7.320454545454546	87.20946178082065	7.32914551410614	1.5645060417423309	1.5220922469674776	2.4301314337331177	85	-0.3107636804678289	7.322554192482583
4	135	2	ltm	0	19	4	response	102	ESACC	R	2182675	2183042	368	971.4	222.3	998.6	232.5	0.52	118	2166077	2183128	0.0440317049945065	6.999861513555484	0.8772727272727278	6.988636363636363	82.84517315456176	7.043482495268731	1.5645060417423309	1.44592104093192	6.794420059991998	38	-0.8332951465501007	6.994016361139933
5	135	2	ltm	0	19	5	last	103	ESACC	R	2183080	2183089	10	999.9	243.3	987.0	221.1	0.83	116	2166077	2183128	0.0440317049945065	6.999861513555484	0.6136363636363636	7.247727272727272	85.16053488695435	7.273657966017619	1.5645060417423309	1.4863317265368503	4.479058327599401	39	-0.5680342537118501	7.251443807492517
6	135	2	ltm	1	24	0	first	223	ESACC	R	2200055	2200090	36	1011.2	560.7	735.5	589.0	3.95	228	2183128	2201163	-6.893718146596439	-1.2151749319694485	-5.102272727272728	-1.1136363636363635	-167.68755483856535	5.222391495654486	-2.967112285424145	-2.9266999465515138	-2.3154564576542422	49	0.21099161349377882	5.218127583043519
7	135	2	ltm	1	24	1	corrective	224	ESACC	R	2200139	2200218	80	729.9	581.5	738.4	585.4	0.19	84	2183128	2201163	-6.893718146596439	-1.2151749319694485	-5.036363636363637	-1.0318181818181813	-168.4218215152243	5.140973394019516	-2.967112285424145	-2.9395153176468893	-1.5811897809952755	50	0.14185726925664968	5.139015854536313
8	135	2	ltm	1	24	2	corrective	225	ESACC	R	2200268	2200307	40	734.6	587.3	689.9	589.1	0.62	101	2183128	2201163	-6.893718146596439	-1.2151749319694485	-6.138636363636365	-1.1159090909090914	-169.69702026891008	6.239239497257037	-2.967112285424145	-2.961771734516034	-0.3059910273095211	122	0.03332081776927645	6.2391505212837615
9	135	2	ltm	1	24	3	corrective	226	ESACC	R	2200429	2200444	16	698.4	604.8	692.5	615.8	0.42	76	2183128	2201163	-6.893718146596439	-1.2151749319694485	-6.079545454545454	-1.7227272727272718	-164.17915379166286	6.318913054480386	-2.967112285424145	-2.8654667968026493	-5.823857504556735	54	0.6411835753577341	6.286298259928025
10	135	2	ltm	1	24	4	corrective	227	ESACC	R	2200498	2200508	11	687.8	592.6	700.1	615.7	0.89	92	2183128	2201163	-6.893718146596439	-1.2151749319694485	-5.906818181818181	-1.7204545454545466	-163.7609610755472	6.152273147059797	-2.967112285424145	-2.858167956998573	-6.242050220672388	79	0.6689301911639304	6.115798989125007
11	135	2	ltm	1	24	5	corrective	228	ESACC	R	2200587	2200685	99	680.3	603.1	696.7	616.0	0.54	79	2183128	2201163	-6.893718146596439	-1.2151749319694485	-5.9840909090909085	-1.7272727272727273	-163.8995259306439	6.228387839773999	-2.967112285424145	-2.8605863699475598	-6.103485365575694	45	0.6622305829667967	6.193082087105586
12	135	2	ltm	1	24	6	response	229	ESACC	R	2200730	2200751	22	690.9	618.8	689.9	609.2	0.36	70	2183128	2201163	-6.893718146596439	-1.2151749319694485	-6.138636363636365	-1.572727272727274	-165.6298339708345	6.336902041166399	-2.967112285424145	-2.890785942322616	-4.373177325385095	37	0.48320307344001834	6.318452521714237
13	135	2	ltm	1	24	7	corrective	230	ESACC	R	2200788	2200901	114	701.3	619.6	690.9	606.8	0.51	83	2183128	2201163	-6.893718146596439	-1.2151749319694485	-6.115909090909091	-1.5181818181818172	-166.05898211013547	6.301525215479369	-2.967112285424145	-2.898275990332225	-3.944029186084114	76	0.43343116233656537	6.286601424365783
14	135	2	ltm	1	24	8	corrective	231	ESACC	R	2200977	2201016	40	696.3	610.7	692.4	611.4	0.06	62	2183128	2201163	-6.893718146596439	-1.2151749319694485	-6.081818181818182	-1.622727272727272	-165.06058731821452	6.294581495091402	-2.967112285424145	-2.8808507139784405	-4.94242397800508	16	0.5423073502336392	6.271176838220214
15	135	2	ltm	1	24	9	corrective	232	ESACC	R	2201032	2201042	11	693.2	599.3	703.3	622.7	0.9	108	2183128	2201163	-6.893718146596439	-1.2151749319694485	-5.83409090909091	-1.8795454545454555	-162.14282674172276	6.129380706991506	-2.967112285424145	-2.829926185133772	-7.860184554496844	44	0.8382307976849622	6.071793555536298
16	135	2	ltm	1	24	10	last	233	ESACC	R	2201086	2201096	11	698.2	617.0	696.2	612.7	0.17	69	2183128	2201163	-6.893718146596439	-1.2151749319694485	-5.995454545454544	-1.6522727272727282	-164.59245530634544	6.21896135796813	-2.967112285424145	-2.87268026903734	-5.410555989874162	67	0.5863966305325322	6.191253456578958
17	135	2	ltm	3	26	0	response	448	ESACC	R	2235116	2235175	60	984.0	539.0	794.3	805.5	10.31	590	2220208	2236243	-3.147803127947236	-6.252306411851997	-3.765909090909092	-6.034090909090909	-121.9685120934188	7.112828156237524	-2.037210264886648	-2.12875211978868	5.244961934685382	325	-0.6502124739411828	7.083046528076501
18	135	2	ltm	3	26	1	last	449	ESACC	R	2235500	2235509	10	783.9	789.3	783.2	803.5	0.53	84	2220208	2236243	-3.147803127947236	-6.252306411851997	-4.018181818181817	-5.988636363636363	-123.86033680041233	7.2117647368612	-2.037210264886648	-2.161770689796293	7.136786641678869	734	-0.8959793811731667	7.155890690078157
19	135	2	ltm	4	28	0	first	562	ESACC	R	2253293	2253371	79	986.8	542.8	981.2	806.2	9.87	513	2236243	2254279	0.7914255257933913	-6.955116507803637	0.4818181818181828	-6.050000000000001	-85.44661056811378	6.069155522832694	-1.4574932700616463	-1.491324689082968	1.938397524860341	332	-0.20528897727520545	6.065682582870612
20	135	2	ltm	4	28	1	corrective	563	ESACC	R	2253703	2253732	30	983.3	816.9	979.9	837.5	0.76	109	2236243	2254279	0.7914255257933913	-6.955116507803637	0.4522727272727267	-6.761363636363637	-86.17314277713155	6.776473186176952	-1.4574932700616463	-1.5040050682521156	2.6649297338780946	34	-0.3150723227864988	6.769144574788541
21	135	2	ltm	4	28	2	corrective	564	ESACC	R	2253766	2253773	8	976.7	840.5	977.0	848.8	0.3	63	2236243	2254279	0.7914255257933913	-6.955116507803637	0.3863636363636363	-7.018181818181817	-86.84894416882344	7.028808781903372	-1.4574932700616463	-1.5158000276266994	3.3407311255700147	256	-0.40959487575434167	7.016864323208605
22	135	2	ltm	4	28	3	corrective	565	ESACC	R	2254029	2254050	22	976.1	830.7	1005.0	845.3	0.66	78	2236243	2254279	0.7914255257933913	-6.955116507803637	1.0227272727272727	-6.938636363636363	-81.61520473507284	7.013604327388094	-1.4574932700616463	-1.4244540423162873	-1.8930083081806173	121	0.23168191502091248	7.009776683419326
23	135	2	ltm	4	28	4	response	566	ESACC	R	2254171	2254234	64	1022.4	851.0	1021.6	842.3	0.32	63	2236243	2254279	0.7914255257933913	-6.955116507803637	1.4000000000000006	-6.870454545454544	-78.4824618340536	7.011643577732471	-1.4574932700616463	-1.3697773640750226	-5.025751209199862	45	0.6142442871213052	6.98468679447374
24	135	2	ltm	5	25	0	first	662	ESACC	R	2271403	2271675	273	983.9	532.9	763.9	816.8	11.05	653	2254279	2272323	-5.6594350418417	-4.119562477639372	-4.456818181818182	-6.29090909090909	-125.31580771475996	7.709654045148055	-2.5123793227670244	-2.1871734494186725	-18.63292401572654	172	2.463264343236045	7.305552290635504
25	135	2	ltm	5	25	1	corrective	663	ESACC	R	2271847	2271877	31	754.5	823.0	748.3	783.8	1.45	228	2254279	2272323	-5.6594350418417	-4.119562477639372	-4.811363636363637	-5.54090909090909	-130.96891570500662	7.338316809394462	-2.5123793227670244	-2.285838796819276	-12.9798160254799	317	1.6482431385868554	7.150817306514178
26	135	2	ltm	5	25	2	response	664	ESACC	R	2272194	2272215	22	752.8	778.1	754.3	774.6	0.13	61	2254279	2272323	-5.6594350418417	-4.119562477639372	-4.675000000000001	-5.331818181818182	-131.24465992679947	7.091114871722708	-2.5123793227670244	-2.2906514413829107	-12.704071803687048	108	1.5594462959923514	6.917516705717645
27	135	2	ltm	6	27	0	first	744	ESACC	R	2287137	2287269	133	961.5	529.0	838.9	837.6	11.64	601	2272323	2288359	-0.8578538948491762	-6.947235903227419	-2.752272727272728	-6.763636363636365	-112.14249118657492	7.30217652654285	-1.693655732202114	-1.9572557025944548	15.103165783254587	27	-1.9026394440705374	7.049946465801026
28	135	2	ltm	6	27	1	corrective	745	ESACC	R	2287296	2287411	116	845.5	837.9	843.8	837.6	0.03	46	2272323	2288359	-0.8578538948491762	-6.947235903227419	-2.640909090909092	-6.763636363636365	-111.32850690912652	7.260935042124426	-1.693655732202114	-1.9430489968935127	14.289181505806187	36	-1.7921152365191932	7.036298790201152
29	135	2	ltm	6	27	2	corrective	746	ESACC	R	2287447	2287496	50	845.5	837.9	843.8	837.6	0.03	0	2272323	2288359	-0.8578538948491762	-6.947235903227419	-2.640909090909092	-6.763636363636365	-111.32850690912652	7.260935042124426	-1.693655732202114	-1.9430489968935127	14.289181505806187	45	-1.7921152365191932	7.036298790201152
30	135	2	ltm	6	27	3	corrective	747	ESACC	R	2287541	2287594	54	845.5	837.9	843.8	837.6	0.03	0	2272323	2288359	-0.8578538948491762	-6.947235903227419	-2.640909090909092	-6.763636363636365	-111.32850690912652	7.260935042124426	-1.693655732202114	-1.9430489968935127	14.289181505806187	26	-1.7921152365191932	7.036298790201152
31	135	2	ltm	6	27	4	response	748	ESACC	R	2287620	2287862	243	858.8	843.8	859.9	836.9	0.25	54	2272323	2288359	-0.8578538948491762	-6.947235903227419	-2.2750000000000004	-6.747727272727272	-108.6315625549505	7.120916257554742	-1.693655732202114	-1.8959784381700695	11.592237151630178	25	-1.4309139367933252	6.975667255008517
32	135	2	ltm	6	27	5	corrective	749	ESACC	R	2287887	2288037	151	867.3	843.3	868.2	848.7	0.2	28	2272323	2288359	-0.8578538948491762	-6.947235903227419	-2.0863636363636355	-7.015909090909092	-106.56121933621095	7.319555559939506	-1.693655732202114	-1.859844132356728	9.521893932890642	36	-1.210833631741351	7.2187101002385035
33	135	2	ltm	6	27	6	last	750	ESACC	R	2288073	2288235	163	873.8	849.0	865.8	854.0	0.21	46	2272323	2288359	-0.8578538948491762	-6.947235903227419	-2.140909090909092	-7.136363636363637	-106.69924423399362	7.450582372267984	-1.693655732202114	-1.862253121272764	9.659918830673307	124	-1.2502061659135768	7.344941267883773
34	135	2	ltm	7	21	0	first	821	ESACC	R	2303277	2303484	208	955.7	515.1	777.7	328.5	7.43	496	2288359	2304394	-4.467061927762763	5.389374521550013	-4.143181818181817	4.806818181818182	130.7593177981234	6.345979562807481	2.262891533848711	2.282180623238875	-1.1051834127069875	36	0.12240057648293254	6.344799028373308
35	135	2	ltm	7	21	1	corrective	822	ESACC	R	2303520	2303555	36	774.9	329.5	763.9	309.3	0.76	152	2288359	2304394	-4.467061927762763	5.389374521550013	-4.456818181818182	5.243181818181818	130.36525748329163	6.881437632086592	2.262891533848711	2.2753029732936154	-0.711123097875229	153	0.0854063537048311	6.880907617389174
36	135	2	ltm	7	21	2	response	823	ESACC	R	2303708	2303767	60	755.8	312.0	760.3	309.0	0.13	80	2288359	2304394	-4.467061927762763	5.389374521550013	-4.538636363636365	5.25	130.8434855072294	6.939864554969522	2.262891533848711	2.2836496268866355	-1.1893511218129855	310	0.14404800857253064	6.9383694202996
37	135	2	ltm	7	21	3	last	824	ESACC	R	2304077	2304189	113	763.1	296.8	767.6	284.5	0.46	65	2288359	2304394	-4.467061927762763	5.389374521550013	-4.372727272727272	5.806818181818182	126.98096361258752	7.269104566474959	2.262891533848711	2.2162359023947658	2.6731707728288625	205	-0.33902163830247983	7.261194497264881
38	135	2	ltm	8	31	0	response	914	ESACC	R	2321353	2321641	289	978.4	525.5	1296.5	555.0	4.51	142	2304394	2322438	6.86592879008233	-1.3634595151740287	7.647727272727272	-0.3409090909090909	-2.5523569623381945	7.655321772876761	-0.1960330786028577	-0.0445470326790028	-8.67951108656185	797	1.155244139626057	7.567652372046475
39	135	2	ltm	10	22	0	first	1041	ESACC	R	2356621	2356674	54	740.7	305.2	748.8	321.5	0.61	74	2338474	2357510	-5.961944259653575	3.66813585418858	-4.800000000000001	4.965909090909091	134.02671873598644	6.906536983117774	2.5900292755494982	2.339207527587336	14.37102756832595	232	-1.7142030140573965	6.690423090191688
40	135	2	ltm	10	22	1	response	1042	ESACC	R	2356906	2356939	34	746.6	328.3	744.4	324.1	0.16	36	2338474	2357510	-5.961944259653575	3.66813585418858	-4.9	4.906818181818181	134.96016516550543	6.934469314188468	2.5900292755494982	2.3554992411734275	13.43758113880697	305	-1.6114729723900942	6.744628939287744
41	135	2	ltm	10	22	2	last	1043	ESACC	R	2357244	2357507	264	754.1	318.5	755.8	343.4	0.92	106	2338474	2357510	-5.961944259653575	3.66813585418858	-4.640909090909092	4.468181818181819	136.08631673059895	6.442257830172061	2.5900292755494982	2.375154293860797	12.31142957371344	3	-1.373652272800599	6.294105606346544
42	135	2	ltm	13	29	0	first	1242	ESACC	R	2411446	2411594	149	991.0	533.3	1142.3	833.8	11.42	544	2393590	2412626	4.0507905731292215	-5.708861158991996	4.143181818181817	-6.677272727272726	-58.180806780880005	7.858239411782549	-0.9536817422385008	-1.0154466397929989	3.538867951930647	71	-0.48505480876988494	7.84325496751073
43	135	2	ltm	13	29	1	corrective	1243	ESACC	R	2411665	2411950	286	1125.3	830.7	1106.4	819.2	0.5	158	2393590	2412626	4.0507905731292215	-5.708861158991996	3.3272727272727294	-6.345454545454547	-62.32949208391205	7.164882217460569	-0.9536817422385008	-1.0878548579600071	7.687553254962714	47	-0.9584527738352272	7.1004862840801435
44	135	2	ltm	13	29	2	corrective	1244	ESACC	R	2411997	2412044	48	1098.9	813.7	1106.7	819.2	0.23	137	2393590	2412626	4.0507905731292215	-5.708861158991996	3.3340909090909103	-6.345454545454547	-62.28122580085255	7.168051030685567	-0.9536817422385008	-1.0870124524029188	7.639286971903184	62	-0.952892194784264	7.104431859313709
45	135	2	ltm	13	29	3	corrective	1245	ESACC	R	2412106	2412146	41	1103.3	808.3	1116.4	820.2	0.47	68	2393590	2412626	4.0507905731292215	-5.708861158991996	3.5545454545454565	-6.368181818181819	-60.83093629630275	7.293046898097616	-0.9536817422385008	-1.0617001254414078	6.188997467353402	79	-0.7862520562482439	7.250540722035611
46	135	2	ltm	13	29	4	response	1246	ESACC	R	2412225	2412232	8	1104.2	804.1	1105.1	813.1	0.33	57	2393590	2412626	4.0507905731292215	-5.708861158991996	3.2977272727272706	-6.206818181818182	-62.01796911094988	7.028484694970745	-0.9536817422385008	-1.0824177563862154	7.37603028200051	110	-0.9023219199735455	6.9703236840317
47	135	2	ltm	13	29	5	corrective	1247	ESACC	R	2412342	2412375	34	1116.9	823.5	1126.0	812.7	0.42	61	2393590	2412626	4.0507905731292215	-5.708861158991996	3.772727272727273	-6.197727272727274	-58.66997406767814	7.255707713344552	-0.9536817422385008	-1.023984219540674	4.028035238728803	27	-0.5096741457781412	7.237784653235612
48	135	2	ltm	13	29	6	corrective	1248	ESACC	R	2412402	2412480	79	1121.8	802.8	1128.7	814.1	0.43	86	2393590	2412626	4.0507905731292215	-5.708861158991996	3.8340909090909103	-6.229545454545455	-58.38899905973483	7.314881384507989	-0.9536817422385008	-1.0190802805362458	3.747060230785474	82	-0.4780416187427599	7.299244199242228
49	135	2	ltm	13	29	7	last	1249	ESACC	R	2412562	2412567	6	1132.1	815.0	1143.4	812.2	0.18	31	2393590	2412626	4.0507905731292215	-5.708861158991996	4.168181818181821	-6.186363636363637	-56.0291205250993	7.459546548600916	-0.9536817422385008	-0.9778926301597172	1.3871816961499752	59	-0.18058460209948746	7.457360385030913
50	135	2	ltm	14	23	0	first	1312	ESACC	R	2428372	2428615	244	999.8	523.0	724.6	530.7	3.8	212	2412626	2429670	-6.923000150260472	1.035407610312711	-5.35	0.2113636363636353	177.73757952137774	5.354173567113496	2.9931325277151104	3.1021059671732885	-6.243718159977995	141	0.5823086041239922	5.322414045932543
51	135	2	ltm	14	23	1	corrective	1313	ESACC	R	2428756	2428762	7	709.1	525.5	713.7	538.4	0.49	58	2412626	2429670	-6.923000150260472	1.035407610312711	-5.597727272727272	0.0363636363636368	179.62780366333553	5.59784538317059	2.9931325277151104	3.135096602051137	-8.133942301935798	80	0.7920262798039084	5.541531133719657
52	135	2	ltm	14	23	2	corrective	1314	ESACC	R	2428842	2428870	29	718.7	534.7	717.9	539.5	0.18	94	2412626	2429670	-6.923000150260472	1.035407610312711	-5.502272727272728	0.0113636363636363	179.88166935553096	5.502284461705035	2.9931325277151104	3.1395273942378017	-8.387807994131236	30	0.8026320856544703	5.443428701893561
53	135	2	ltm	14	23	3	response	1315	ESACC	R	2428900	2428983	84	713.2	537.7	690.4	513.1	0.98	139	2412626	2429670	-6.923000150260472	1.035407610312711	-6.127272727272728	0.6113636363636359	174.30203217637583	6.157697343183402	2.9931325277151104	3.042144354394856	-2.808170814976089	188	0.30167918083863887	6.150302939050763
54	135	2	ltm	14	23	4	corrective	1316	ESACC	R	2429171	2429228	58	695.8	515.1	692.1	509.9	0.2	63	2412626	2429670	-6.923000150260472	1.035407610312711	-6.088636363636363	0.6840909090909096	173.58939728734794	6.126946477691466	2.9931325277151104	3.0297065292167344	-2.095535925948193	87	0.22403699441537336	6.122849056250627
55	135	2	ltm	14	23	5	corrective	1317	ESACC	R	2429315	2429324	10	694.9	499.2	702.3	513.0	0.53	66	2412626	2429670	-6.923000150260472	1.035407610312711	-5.856818181818183	0.6136363636363636	174.0187721286937	5.888876701175947	2.9931325277151104	3.0372005339234467	-2.524910767293979	24	0.25942706857322423	5.883159559092751
56	135	2	ltm	14	23	6	corrective	1318	ESACC	R	2429348	2429529	182	705.6	513.9	703.9	501.6	0.47	84	2412626	2429670	-6.923000150260472	1.035407610312711	-5.820454545454546	0.8727272727272722	171.4725164365338	5.885519858794504	2.9931325277151104	2.992759988497609	0.0213449248659338	45	-0.002192586912067097	5.885519450382193
57	135	2	ltm	14	23	7	last	1319	ESACC	R	2429574	2429582	9	698.5	495.9	704.7	509.3	0.51	59	2412626	2429670	-6.923000150260472	1.035407610312711	-5.802272727272726	0.6977272727272724	173.14306768251706	5.844073249777104	2.9931325277151104	3.0219166080633104	-1.6492063211173138	88	0.1681930464280469	5.8416524415522675
58	135	2	ltm	15	20	0	response	1408	ESACC	R	2445557	2445720	164	974.7	243.5	944.1	227.1	0.73	265	2429670	2446706	-0.3449338548046775	6.991496308788955	-0.3613636363636358	7.111363636363635	92.9089804681707	7.12053905587779	1.6200925552843617	1.6215676138406814	-0.0845146298117782	102	0.010503208251171032	7.120531309452786
59	135	2	ltm	15	20	1	corrective	1409	ESACC	R	2445822	2446018	197	941.9	233.0	911.9	202.0	1.19	127	2429670	2446706	-0.3449338548046775	6.991496308788955	-1.0931818181818187	7.681818181818182	98.09924841017389	7.759212399858358	1.6200925552843617	1.712154878489347	-5.274782571814961	68	0.7133224984700262	7.726354125931077
60	135	2	ltm	15	20	2	corrective	1410	ESACC	R	2446086	2446114	29	909.1	197.5	915.8	202.6	0.2	69	2429670	2446706	-0.3449338548046775	6.991496308788955	-1.0045454545454555	7.668181818181818	97.46334865176016	7.733700535121731	1.6200925552843617	1.701056333992391	-4.638882813401235	119	0.6254657605109544	7.708366658986234
61	135	2	ltm	15	20	3	corrective	1411	ESACC	R	2446233	2446278	46	913.5	198.5	875.8	185.7	0.68	80	2429670	2446706	-0.3449338548046775	6.991496308788955	-1.9136363636363647	8.052272727272728	103.36844625319938	8.27653914426867	1.6200925552843617	1.8041197297891252	-10.543980414840464	138	1.5145257287101728	8.136787573956104
62	135	2	ltm	15	20	4	corrective	1412	ESACC	R	2446416	2446439	24	880.7	185.2	881.0	189.4	0.15	58	2429670	2446706	-0.3449338548046775	6.991496308788955	-1.7954545454545454	7.968181818181819	102.69827019539622	8.167960486706379	1.6200925552843617	1.7924229510124243	-9.8738043570373	422	1.4006311652591166	8.046975261009667
63	135	2	ltm	15	20	5	last	1413	ESACC	R	2446861	2446878	18	898.5	182.4	905.2	186.5	0.17	85	2429670	2446706	-0.3449338548046775	6.991496308788955	-1.2454545454545445	8.034090909090908	98.81192007291531	8.130053736620106	1.6200925552843617	1.7245933454898477	-5.987454234556397	-172	0.8480515585979908	8.08570233896166
0	135	3	wm	0	32	0	first	109	ESACC	R	2751767	2751820	54	1018.4	537.4	1305.8	491.3	4.32	217	2736855	2752898	6.976194520556306	0.5768102039320783	7.8590909090909085	1.1068181818181817	8.016406589724264	7.936646420558161	0.0824949947760673	0.1399126891692586	-3.289791558101829	38	0.45545358646551776	7.92356727967488
1	135	3	wm	0	32	1	corrective	110	ESACC	R	2751858	2751898	41	1304.5	487.8	1308.4	463.7	0.91	60	2736855	2752898	6.976194520556306	0.5768102039320783	7.918181818181821	1.7340909090909091	12.352819158216027	8.105842003566126	0.0824949947760673	0.215597366214304	-7.626204126593594	88	1.0757239184042542	8.03414542052544
2	135	3	wm	0	32	2	corrective	111	ESACC	R	2751986	2752072	87	1310.5	479.0	1296.9	484.5	0.28	118	2736855	2752898	6.976194520556306	0.5768102039320783	7.656818181818184	1.2613636363636365	9.354732397510103	7.760019516248784	0.0824949947760673	0.1632708809795343	-4.628117365887668	18	0.6261410330719428	7.734717208745618
3	135	3	wm	0	32	3	corrective	112	ESACC	R	2752090	2752174	85	1297.4	475.1	1296.0	484.9	0.37	108	2736855	2752898	6.976194520556306	0.5768102039320783	7.636363636363637	1.252272727272728	9.312934680493097	7.73836136208745	0.0824949947760673	0.1625413731977706	-4.586319648870662	96	0.6187665245502407	7.713583120596027
4	135	3	wm	0	32	4	corrective	113	ESACC	R	2752270	2752339	70	1294.6	487.9	1296.7	488.1	0.03	93	2736855	2752898	6.976194520556306	0.5768102039320783	7.652272727272728	1.179545454545454	8.762784930161539	7.742648472706277	0.0824949947760673	0.1529394486754602	-4.036169898539104	23	0.5449756491978608	7.723445274855141
5	135	3	wm	0	32	5	response	114	ESACC	R	2752362	2752421	60	1297.9	492.7	1292.3	500.3	0.3	85	2736855	2752898	6.976194520556306	0.5768102039320783	7.552272727272726	0.902272727272727	6.812856078599895	7.605979188867636	0.0824949947760673	0.1189067700360777	-2.086241046977459	36	0.27688601201122043	7.600937676223908
6	135	3	wm	0	32	6	corrective	115	ESACC	R	2752457	2752493	37	1294.6	496.0	1294.8	501.5	0.21	84	2736855	2752898	6.976194520556306	0.5768102039320783	7.6090909090909085	0.875	6.559858599069294	7.659235566478544	0.0824949947760673	0.1144911310190218	-1.8332435674468583	45	0.24502413235375992	7.6553153192650525
7	135	3	wm	0	32	7	corrective	116	ESACC	R	2752538	2752593	56	1298.2	493.4	1299.2	500.7	0.28	132	2736855	2752898	6.976194520556306	0.5768102039320783	7.70909090909091	0.8931818181818184	6.6088708679583705	7.760660822697941	0.0824949947760673	0.1153465564850089	-1.8822558363359352	39	0.2549039723509804	7.756473449309189
