	roi	task	n_boot	func	loc	loc_deg	kappa1	scale1	kappa2	scale2	maxr	minr	amp	fwhm	nearest_dist_bin	roi_labels
1	2.0	ltm	0	diff_vonmises	0.26745453791403	15.32401623409558	0.9445247875147286	113.70374202005024	0.9255317270385848	114.67344663616925	0.0928450275849925	-0.2488948053027293	0.3417398328877219	86.34007912131764	far	V2
2	3.0	ltm	0	diff_vonmises	0.2058250409959749	11.792906167176511	4.387689044117123	0.3401470625612487	4.9089404899904826e-21	0.8943021675337657	0.1326530369262203	-0.14229012548112	0.2749431624073403	65.286597804243	far	V3
3	4.0	ltm	0	diff_vonmises	-0.3518098922443123	-20.15722201655137	1.8339082568574816	0.7309254421085454	5.044289014259122e-16	2.1578467635966128	0.0143284292052832	-0.3342974573721061	0.3486258865773893	100.80674396863324	far	V4
4	5.0	ltm	0	diff_vonmises	-0.1013983764766899	-5.809699021592942	1.4619806358506484	1.5344387411087308	0.3934549154798543	2.060362466900309	0.186671274595808	-0.1863048419069559	0.3729761165027639	93.35458032824496	far	V3ab
5	6.0	ltm	0	diff_vonmises	-0.3462964678383299	-19.84132606742416	0.4853152753548134	106.43272520466958	0.4709902827308989	106.87120766243758	0.1781356898081334	-0.216495787032791	0.3946314768409245	125.64773316522869	far	IPS0
6	7.0	ltm	0	diff_vonmises	0.1331210665190626	7.627275275822578	1.144280805679633	207.9770070396288	1.13172535226593	209.27798313991173	0.0097797094076383	-0.3077153364821292	0.3174950458897676	74.81525866234347	far	LO1
0	1.0	ltm	1	diff_vonmises	0.1592396398107745	9.123759292340786	2.4536515528352885	0.494218934559665	2.0687636765689653e-23	3.754067317641695	-0.3093958985121928	-0.5953487256377882	0.2859528271255953	87.78977371640926	far	V1
1	2.0	ltm	1	diff_vonmises	0.0870426587253258	4.987176982558738	1.4754070352578514	2.2588347448310278	0.4365225718042637	3.922219293325665	0.0472027427816771	-0.3808752892067508	0.428078031988428	85.72726186186941	far	V2
2	3.0	ltm	1	diff_vonmises	-0.0943888151367824	-5.408080740578175	1.6605195480569062	0.9343510814302768	1.1351314574363291e-14	2.1907504502100665	0.081819715677257	-0.3331202394634485	0.4149399551407055	105.6783592269184	far	V3
3	4.0	ltm	1	diff_vonmises	-0.1493578632624699	-8.557575202031575	0.0003678123795516	3468.619362995732	1.5993535940101078e-26	3470.692397308379	-0.1268709868672886	-0.5329589915378392	0.4060880046705506	179.34297742273012	far	V4
4	5.0	ltm	1	diff_vonmises	-0.080114648489627	-4.590231235629765	1.522044798841791	1.2544650391623906	3.228752012883766e-13	2.4489662877774427	0.1584153915336887	-0.3636479233341861	0.5220633148678748	109.76176652266334	far	V3ab
5	6.0	ltm	1	diff_vonmises	-0.1915581596610698	-10.97547407987248	0.1897821089491566	7.144123654197056	1.070816889646076e-12	8.135812410944403	0.0674951080683659	-0.36279013879319	0.4302852468615559	168.31858587755653	far	IPS0
6	7.0	ltm	1	diff_vonmises	0.3129314830043793	17.929653252920783	0.9003940859554034	114.65805329672492	0.8816023161874479	116.05945407435144	-0.0368154090212584	-0.3011810640055401	0.2643656549842816	82.95187183378005	far	LO1
0	1.0	ltm	2	diff_vonmises	0.127706124493743	7.317021951463746	0.5724535681774914	87.83005988124218	0.5443828511881466	90.72404954669294	-0.2736279331356392	-0.5390075359846058	0.2653796028489665	96.61984084788284	far	V1
1	2.0	ltm	2	diff_vonmises	-0.005467496950065	-0.3132644997393759	1.67777201904632	1.6410694054610355	0.4777194060263295	2.7666835862316987	0.0897432686855025	-0.2769530707503478	0.3666963394358504	82.27055347701614	far	V2
2	3.0	ltm	2	diff_vonmises	0.1107018220742842	6.342747189264659	1.28438778794292	70.74143809250103	1.2524909587210546	71.41010877270607	0.1523549907649979	-0.207174903919812	0.35952989468481	75.99874373089864	far	V3
3	4.0	ltm	2	diff_vonmises	-0.1254048836624083	-7.185170564185085	0.5828497632073919	136.5924318114067	0.5678303931519832	138.1041379012633	-0.0049572103391639	-0.3459563037149795	0.3409990933758156	106.48121230708416	far	V4
4	5.0	ltm	2	diff_vonmises	0.0010236033690849	0.0586481529439408	1.098060723949104	138.44789032947273	1.075417883336633	139.18938195506814	0.3239198083266217	-0.2786493613641827	0.6025691696908044	84.72763970278703	far	V3ab
