	roi	task	ang_dist_bin	subj	0	vexpl	norm	0_norm	0_adj	1_adj	2_adj	3_adj	4_adj	5_adj	6_adj	7_adj	8_adj	9_adj	10_adj	11_adj	12_adj	13_adj	14_adj
0	1.0	ltm	-175.0	131.125	0.42673074102532527	0.6259411143159953	2.1685981241914862	0.17497757500350464	0.37945604092817525	0.39775166909801635	0.257110588326036	0.25253209771863605	0.1049523810975664	0.04916491373179057	-0.05550796651289127	0.001104963248184842	0.012527020548034739	-0.0825026672778508	-0.09637865017313597	-0.197738243417266	-0.19246776223350107	-0.24294528136922233	-0.20985209234566862
1	1.0	ltm	-165.0	131.125	0.32153033370566303	0.6258531409670384	2.1685981241914862	0.1381222620082168	0.29953167830010397	0.34432655969611625	0.20229835118757264	0.2279219846854859	0.04882245514466862	-0.05139097833341197	-0.0436813207546807	-0.05519369200344076	-0.09434711875548125	-0.11163374267134298	-0.2524867993318344	-0.2346308922144041	-0.26760654342619933	-0.2806979376888172	-0.2516368100032365
2	1.0	ltm	-155.0	131.125	0.21947100080079765	0.6348280672920493	2.1685981241914862	0.10093600207214917	0.21888962475705065	0.29302678255929454	0.2022698057622001	0.15677142638642058	0.05553112792907695	-0.049536009622126606	-0.05307643494169285	-0.08475471056495311	-0.1994257151338444	-0.09272269986642576	-0.19119570609765274	-0.2748842967342619	-0.2856313516640181	-0.31468737170512184	-0.3058781680354575
3	1.0	ltm	-145.0	131.125	0.21658971700034507	0.6218228490044654	2.1685981241914862	0.08332649519693999	0.18070168117953495	0.23179146687122276	0.2318006466129725	0.1901914301974809	0.05483118978535993	0.030391577298944376	0.004052293415199859	-0.12091259676409122	-0.1614475835470198	-0.1823342504225365	-0.19626579725637072	-0.3082356115082735	-0.3330516212669048	-0.32357089587417437	-0.37052335504523626
4	1.0	ltm	-135.0	131.125	0.1544191573137135	0.6359062740054915	2.1685981241914862	0.03306037040937372	0.07169465725484357	0.23951133698754748	0.26362006052164605	0.21813758472120587	0.07838351607617532	0.0790262832980791	-0.0574249406712676	-0.09402849935229222	-0.16675246958487644	-0.23769862099576036	-0.2595232402949886	-0.33408915641689346	-0.46232610621655	-0.455001568480589	-0.42222084149533673
5	1.0	ltm	-125.0	131.125	0.18470773074748909	0.6265875214552633	2.1685981241914862	0.03179051430576542	0.06894084969056549	0.23398253120360704	0.23871158699567846	0.1722064591084402	-0.02293382516855942	-0.04977370934644459	-0.06771226252370098	-0.15570064631018324	-0.16541944679394294	-0.24807727615020186	-0.25498599317363424	-0.34974181385473746	-0.46057900867676144	-0.5122692943850877	-0.3971295175033062
6	1.0	ltm	-115.0	131.125	0.21725194883396076	0.6488588420249456	2.1685981241914862	0.09199753864833374	0.1995056897430103	0.17501493403464077	0.14913360903648626	-0.015452176169131544	-0.07131666582848835	-0.043503633306866074	-0.07416819838870028	-0.1641718277285987	-0.20390812278091808	-0.25905921510452	-0.17390108404882088	-0.41892835567342085	-0.42051347297252933	-0.5942607647836171	-0.37291739696250453
7	1.0	ltm	-105.0	131.125	0.3044473970978021	0.632685931964444	2.1685981241914862	0.14220153508919586	0.30837798225158	0.24338851534167533	0.2191535250318933	0.05318852622636964	0.0033197892022095317	0.05903627208854141	0.0004943810042180245	-0.05058160956219947	-0.1078149081978089	-0.16287221201709817	-0.20280437394743325	-0.27767647333113893	-0.28615427726884046	-0.39430843344133193	-0.23825694304424513
8	1.0	ltm	-95.0	131.125	0.23537261490908912	0.6170824040691621	2.1685981241914862	0.09965805099927783	0.21611826245761337	0.297721558634725	0.13993739286148926	0.12627240868348608	0.09636165846682909	0.013001091918414271	0.04298011200950388	0.028324088985123827	-0.0746430271287063	-0.04831546625243561	-0.13068705837077788	-0.19450335124896528	-0.18423644794369473	-0.24269167267597902	-0.15574803617484043
9	1.0	ltm	-85.0	131.125	0.17701547584677496	0.6085327747580562	2.1685981241914862	0.04280250543740216	0.09282143300224621	0.19123280736576095	0.13791388400866886	0.1354289861109203	0.011237911667258165	0.06837054679818028	0.012252087470807716	0.019436880337700378	-0.10466342871754707	-0.07087401940982689	-0.16879069896764057	-0.18833731196546713	-0.2977774542888794	-0.295684451946948	-0.2096078206422339
